title,label
Минкультуры сообщила о задержке ввода в эксплуатацию объектов,1
За четыре года до установленного времени закончились проектные работы.,1
"Сроки сдачей объекта перестали переноситься несколько раз, строительство было сопровождено крупными строительными работами",1
"По данным Ъ, строительство ледокола ""Арктика"" может быть завершено",1
Сроки запуска алюминия Тайшетского завода не изменились,1
Дольщики прокомментировали постоянные сроки строительства «Мира бокса»,1
"Счетная Палата выясняет, были ли причины срыва с российской Счетной палатой",1
В рамках очереди возведено здание на 10 этажей,1
В Хабаровском крае дольщики заявили о срыве срока строительства жилого дома,1
"«В 2017 году конфликт начал возникать, так как они и были в конфликте, так как они и были в конфликте.",1
«РусГидро» оштрафован за отказ вводить мощности,1
В «Цезаре» заявили о невыплате неустойки за первый матч,1
В Балашихе опровергли информацию о стройке ЖК Новоград,1
Балтийский ледокол затягивает строительство атомного ледоколова,1
Поэтому строительство отложено неопределенным сроком.,1
«РусГидро» впервые подвергается штрафу за просрочки ввода,1
ООО «ДонбиоТех» объявило о перерыве сроков работы,1
"Заказчик попытался вернуться с денег, которые потрачены на неданный",1
"Дольщики жК ""Березки"" пожаловались на серьезные задержки",1
Квартиру в конце 2018 г. сдали в аренду,1
Квартиры для детей-сирот в Заре предоставляются для детей-сирот и детей-сирот,1
Однако задержки сроков приема составили почти 700 суток.,1
Глава «Квартстроя-НН» прокомментировал нарушение договора с дольщиками,1
У меня задержка за сдачу квартиры в Зелёных Аллеях,1
"Задержка в аренде объектов составляет более 1,5 месяца.",1
"""Вчера руководство ОАО """"Кока Кола"""" и ""Эйч-Би-си""""",1
В Москве более 45% новостроек не было сдано,1
«Несмотря ни на какие изменения в сроки запуска Ташкентского завода алюминия»,1
Дания не разрешила строительство в его территориальных водах,1
Задержка - от полутора лет до 2 с половиной,1
Срок сдачи дома в аренду продлили до 1 января,1
Низовский завод будет введен в эксплуатацию в 2020 году,1
Большая роль сыграла и отставание строительства инфраструктуры,1
"Мы выплачиваем дольщикам компенсации, т.к. у нас задержка",1
В Низовском вводе в эксплуатацию начнётся в 2019 году,1
Поступило сообщение о отложении первого жилого корпуса на 3 квартал 2016 г.,1
В МИД прокомментировали перенос срока введения в эксплуатацию аэропорта,1
"Он напомнил о том, что срок строительства ТЭЦ изначально сильно сдвинулся",1
Строительство жилого дома No19 в Москве возобновится в ближайшее время,1
В новокузнецком здании должны быть сданы в эксплуатацию,1
Возможное сокращение сроков эксплуатации трубопроводов «Пурпе» -,1
«Кубанская марка» задержала срок аренды дома на Василия Вавилова в Москве,1
"Проекты ""Сколково"" могут завершить с задержкой в ближайшее время",1
"Эксперт объяснил, почему дольщики жалуются на стройку вялотекущей стройки",1
В Югре возбудили дело по делу Копайгора,1
В Балтийском заводе затягивают строительство ледоколов атомной энергетики,1
Ввод в строй космодрома «Восточный» откладывается в связи с изменениями в законодательстве,1
Ввод жилья в эксплуатацию затянулся из-за нарушений законодательства,1
Названа причина вынужденного переноса срока сдачи ледокола в серию 22,1
В начале 2019 года рост темпов строительства в России снизился,1
Проблема со сроками сдачи в эксплуатацию домов в долевом строительстве,1
Строительство последнего участка трассы в Твери пройдет не позднее 2021 года,1
В Шереметьеве заявили о готовности к вводу в эксплуатацию самолета,1
В Новогородской области введены в эксплуатацию два корпуса «Новограда Павлино»,1
В школе задержали строителей из-за задержания ввода в эксплуатацию,1
"В результате сроки сорвались, что заставило перенести их.",1
"Эксперт объяснил, почему срок аренды дольщиков сорвался",1
Группа компаний «ВКБ-новостройки» перенесла переговоры с Краснодаром,1
Но задержка срока доставки составила практически 700 суток.,1
"ЖК ""Звезда"" от ""Строительной Корпорации Элис"" вновь возобновился",1
Задержку сдачи домов было не обсуждать по экономическим причинам,1
Срок ввода в строй АЭС Ханкикиви продлен до 1 января,1
"ООО «ВиС Инфраструктуры» стала второй компанией, которую должно было сделать",1
Поступило сообщение о переносе первого жилого корпуса на 3 квартал 2016 г.,1
Строительство двух остальных «заморозили» ещё 3 года назад,1
ГК «Profit» вынужден увеличить сроки строительства,1
В Костроме ввели уголовное дело в связи с сдачей объектов долевого строительства,1
Строительство образовательной школы в Москве приостановили из-за угрозы срыва графика работы,1
В московской компании объяснили перенос сроков введения в эксплуатацию,1
"В результате сроки сорваны, поэтому пришлось перенести.",1
Задержка от полтора до два с половиной года,1
Пономарев рассказал о состоянии введенного в эксплуатацию дома,1
В УрФУ объявили о запуске циклотрона ядерного центра,1
"По данным ЕЕР, 30,5% жилья в настоящее время уже находится в аренде",1
Пассажирский лайнер «Шереметьево» будет вводиться в эксплуатацию более поздно,1
В воздухе повис вопрос о сдаче многоэтажки.,1
В Парголово и Шушарах выплатят деньги за срыв,1
В Сургуте перенесен срок ввода перинатального центра,1
"Строительство не идет гладко, сдача корпусов до полутора февраля",1
Затягивать сроки сдачи благоустройства могут спровоцировать секвестирование,1
Низовский завод вводится в эксплуатацию в 2020 году,1
Срок сдачи в 2019 году сократился на 4 месяца,1
Дольщики строящегося корпуса ждут сдачи дома из-за угрозы коронавируса,1
В Госдуме назвали нарушения в сроках передачи участков в долевое строительство,1
Застройщики ожидают больших задержек в сдаче жилья,1
«Ростовское» забросило исковые заявки из-за перерыва сроков,1
Сразу два российских завода по изготовлению метанола будут запущены вовремя,1
В Пензе задержали ввод лифтов в эксплуатацию,1
Госкорпорация обвинила российских подрядчиков в нарушении сроков,1
Торговый центр Ocean Mall закрыли в феврале,1
"По данным ЕЕР, уже 30,5% жилья в настоящее время уже было построено",1
В Минобороны рассказали о срыве срока строительства дома в Барнауле,1
Эксперт оценил нарушения в срок передачи участков в долевое строительство,1
Строительство двух еще три года назад «заморозили»,1
Балтзавод отказался приступить к работе,1
Сроки расторжения договора с краем могут быть продлены,1
Но задержка срока приема составила практически 700 суток.,1
Сдавать дом обещают в мае 2018 года,1
В Единой реестре неисправных объектов обновляется список проектов,1
«Норман» столкнулся с серьезными задержками по вводу жилых помещений,1
"Эксперт считает, что даже надежные застройщики могут просрочить срок ввода в эксплуатацию",1
"Госстройнадзор одобрил разрешение на строительство последнего ""проблемного"" объекта",1
В Васильково введено в эксплуатацию более 20 тысяч автомобилей,1
Строительство профильных медцентров отложено в течение неопределенного срока,1
Глава Минобразования Челябинской обл. объяснил сроки подготовки специалистов,1
Срок строительства жилого комплекса могут перенести из-за кризиса,1
«Новоград Павловино» - единственное место для МИЦ,1
Застройщик рассказал о нарушении сроков в строительстве после смерти главного учредителя,1
"Строительство не идет гладко, сдача корпусов составляет полтора года",1
В прошлый год многие строители столкнулись со рядом требований.,1
Шереметьеве объявило о вводе в эксплуатацию более поздно,1
В Чкаловском районе за год не удалось сдать жилье,1
Дата ввода в эксплуатацию объекта перенесена на 31 июня 2019 г.,1
"Это все, что происходит, это перенос сроков, а договоренности.",1
"""Интеко"" взыскало с ""Интеко"" 1,5 млн рублей",1
Правительство прокомментировало штрафы «Техномэксспорту» за срывы,1
Срыв срока строительства отрицательно сказывается на реализации и конечном итоге,1
Строительство двух домов No6 и No55 до сих пор не завершено,1
Появилась информация о переносе первого жилого корпуса на 3 квартал 2016 г.,1
Вину за нарушение срока сдачи ледокола в серию 22,1
"В Единой реестре строителей рассказали о том, что они сдают дома",1
В Дубровке и Перепечино еще не было расселений,1
Работники не успели сдать объект в связи с погодными условиями,1
Сколько ещё людей ожидать завершения строительства?,1
В начале 2019 года рост темпов строительства уменьшился в связи с экономическим спадам,1
Глава Минпромобрнауки объяснил сроки подготовки специалистов,1
Задержанная сдача домов произошла из-за экономического ущерба,1
«Квадро» и РусГидро оштрафованы за нарушение контракта с «Квадро»,1
Дорогие дольщики я хочу извиняться перед Вами,1
"Причина задержания строительства - несколько факторов, которые могут быть связаны с задержкой строительства.",1
"Дольщики ""Мир бокса"" пожаловались на сроки строительства",1
В Ленобласти приостановили строительство двух заводов с метанолом,1
Кто прокладывает трубы водовода на Бабиковой улице?,1
В Васильково введено в эксплуатацию в июне 2016 года,1
ЕРЗ прокомментировал данные о задержке ЕРЗ,1
Срок ввода «Северного потока – 2» в эксплуатацию продлен до 1 января,1
Введенные в эксплуатацию участки планируют ввести в 2018 году,1
В Алтайской области банкротство привело к невыполнению обязательств перед правительством,1
Никитин прокомментировал ситуацию в Первомайске,1
В Самаре возбудили уголовное дело после строительства ЖК «У парка»,1
"ООО «ВиС Инфраструктуры» опубликовала список компаний, которые должны были работать",1
Названы причины задержки в реализации нового запроса регулятора,1
Срок переноса срока не зависит от задержки ввода в эксплуатацию домов,1
В сентябрь объект должен быть сдан без нарушения срока.,1
ЕРЗ подтвердил задержки ЕРЗ в связи с задержками,1
"Эксперты отреагировали на сообщение о том, что арендодатель является застройщиком",1
Суд взыскал иск о неустойке за аренду квартиры в Заволжье,1
"Уважаемые дольщики, прежде всего хочу извиниться за В.",1
Срок перенесения квартир на полгода превышает до декабря 2016 года,1
Срок выполнения проектов НГСК и Балтийского газохимического комплекса,1
Строительство жилого дома на Ленинской улице продолжается до конца марта,1
Школу в «Гидроторфе» будут сдавать в июле,1
Что повлечет за собой перенос даты подачи в эксплуатацию,1
В Ростове за срыв работы школы штрафуют подряд,1
Проблема нарушения условий сдачи жилых домов в долевое строительство,1
В Низовском районе планируют ввести в эксплуатацию новый завод,1
Госстройнадзор Петербурга выдал разрешение на введение в эксплуатацию самого долгосрочного долгосрочного строительства,1
Однако после переноса части мероприятий в Петербурге стало ясно,1
Вместо окончания 2015 г. дом будет запущен в конце 2016 г.,1
Срок аренды квартир в Москве перенесен на полгода,1
"Сроки проживания в ЖК ""Квартал ""Европейский"" продлили до 1 января",1
В Кировской области нарушены сроки передачи имущества участникам долевого строительства,1
Строительство последнего участка трассы в Твери начнется в 2021 году,1
Coca-Кола перенесла срок ввода безалкогольного напитка в Россию,1
Минэнерго РФ и «ТПЭ» отменили сроки ввода объекта в эксплуатацию,1
В рамках очереди возведено 10 этажное здание,1
В Петербурге завершили строительство железнодорожного движения по мосту через Каменку,1
В суд приняли решение взыскать почти 500 тыс. рублей неустойки,1
Руководство компании официально перенесло сдачу первой очереди строительного комплекса,1
Низовский завод введен в эксплуатацию в 2020 году,1
Наумов рассказал о задержках в строительстве спортивного зала,1
Застройщик хочет погасить долг за сдачу дома в эксплуатацию,1
Балтзавод не мог приступить к работе,1
Задержка строительства домов произошла по экономическим причинам,1
Строительство профильной медцентра в Москве отложили на ближайший срок,1
Мы выплачиваем дольщикам компенсации потому что есть задержки,1
Причиной задержки в строительстве может послужить несколько факторов.,1
Введен в эксплуатацию детский сад из-за превышения зарплаты,1
Строительство на Большой Васильевской пройдет до конца зимы,1
"Квартиры ЖК ""Березки"" оштрафованы из-за задержки",1
Следком возбудил уголовное дело по факту нарушений сроков строительства,1
В Новограде введены в эксплуатацию два корпуса нового типа Павлино,1
Первый корпус жилого комплекса отложен на третий квартал 2016 г.,1
НП «Совет рынка» оштрафовала компании «Квадра»,1
В Совете РФ приняли участие в вводе в эксплуатацию «Квартала Европейский»,1
В Совете Федерации прокомментировали введение в эксплуатацию «Квартала Европейский»,1
Ввод в эксплуатацию жилых домов перенесен в два раза,1
В Лондоне планируют отложить строительство Crossrail,1
"Названа возможная причина отставки ЖК ""Любимов""",1
В Москве планируют сдать дом в первом квартале 2016 года,1
В Финляндии перенесли срок ввода в строй АЭС Ханкикиви,1
Застройщики могут погасить долги за нарушение законодательства о сдаче дома в эксплуатацию,1
«Стройград» завершил грандиозное строительство у Пушкаревского шоссе,1
Это ведет к смещению сроков начатого эксплуатационного процесса.,1
В Ленобласти закроют два завода для производства метанола,1
Строительство профильных медцентров отложено в ближайшее время,1
В Тюмени стройщик смог помотать и жителей Тюмени,1
В Ростове подряд оштрафованы за срыв срока ремонта образовательной школы,1
Срок открытия ЦКАД до 2022 г. может быть продлен до 2022 г.,1
Возможное снижение сроков эксплуатации трубопроводов «Пурпе» -,1
"Эксперт рассказал, какие проекты не сдадут в срок",1
Эксперт оценил сроки ввода в строй вышеупомянутой ГРЭС,1
Госкорпорация обвинила подрядчиков в нарушении сроков,1
В Калининграде построили международный морской терминал,1
"Сдача дома ""Апельсин"" застройщика СМУ КПД",1
"Это не позволяет завершить несколько работ, а значит, и следствие.",1
«РусГидро» не впервые подвергается штрафу за нарушение законодательства о просрочке ввода,1
"В ООО ""Капитал Дом"" продлили срок аренды дома No6",1
Дольщики второго этажа ждут сдачи дома из-за коронавируса,1
Эксперт оценил задержки при строительстве дома в Москве,1
«Ленстрофтрест» задержал ввод ЖК «IQ G»,1
Они направили на подпись Допсоглашение с пояснением застройщика,1
Задержка - от полтора до двух и половины лет,1
"В «Тюмениэнергостройе» объяснили, почему срок сорвался",1
Гарант Инвест оценил задержку строительства в полугодии,1
Пока ни одна из зданий в эксплуатацию не введена.,1
Власти Сургута прокомментировали сроки строительства перинатального центра,1
"В ЖК ""Квартал Европейский"" продлили сроки аренды",1
Задержаны сроки ввода домов в Троицкий административный округ,1
"Это не позволяет завершить целый ряд работ, а значит, и следствие.",1
Сдавать объект нужно в сентябре без нарушения срока.,1
Что повлечет за собой перенос даты старта в эксплуатацию,1
Введен в эксплуатацию детский сад из-за препятствий,1
В Нижегорской области вновь сорвались сроки строительства крупной стройплощадки,1
В начале 2019 года темпы роста строительства сократились в связи с экономическим спадам,1
Первые блоки ТЭС Симферополя и Севастополя должны были быть отремонтированы,1
"Они отправил письмо с объяснением о том, что является застройщиком",1
"«Нациумбио» опровергло информацию о завершении строительства завода ""Киров Плазма""",1
В Москве введут более 7 тысяч квартир,1
"Клиенты ""Цезаря"" уже получили неустойку за первый матч",1
"Единый реестр застройщиков сообщил о том, что сдает дома в аренду",1
Появилось видео переноса срока введения аэропорта в эксплуатацию,1
Единый реестр застройщиков перенес сроки с 1 января,1
Власти Тайшетской области не ожидают переноса сроков для запуска алюминиевых заводов,1
"ООО ""ВИС инфраструктура"" стала одной из компаний, которые должны были работать с ООО ""ВИС инфраструктура""",1
Кузнецов рассказал о погодных условиях сдачи объекта,1
В Новокосновске ожидается сдача в эксплуатацию нового здания,1
ООО «ВТУС» заплатит более 400 тыс. руб. за задержку аренды,1
В Санкт-Петербурге стали переносить часть своих мероприятий из-за коронавируса,1
Дания не выдавала разрешений на строительство в ее территориальных водах,1
В «Созвездии» сдали первые два дома,1
Наумов объяснил задержку в строительстве спортивного зала,1
Правительство РФ прокомментировало штрафы «Технопэкспорту» за срывы,1
«Новоград Павловино» является единственным объектом МИЦ,1
Затянутая работа по укладке наружной тепловой сети и облицовке.,1
Так что строительство отложено до неопределенного срока.,1
"ЖК ""Звезда"" от строительной корпорации ""Элис"" вновь возобновился",1
В судебном порядке взыскали почти 500 тыс. рублей неустойки,1
"По данным единого реестра владельцев жилья, уже 30,5 % уже жилья",1
Застройщики в Петербурге задержали срок сдачи 38 объектов,1
Строительство будет продолжаться более чем на два года,1
В инспекции рассказали о сроках строительства первого дома,1
«Больверка» допустила снижение графика строительства в ближайшие дни,1
Перенос сроков ввода в действие «Северного потока – 2»,1
В Кировской областях нарушили срок перечисления участников долей строительства,1
В Госдуме обещали сдать дом в мае,1
Срок эксплуатации нового дома составляет 2-3 месяцев.,1
Дольщики строящегося корпуса ждут сдачи дома в ближайшее время,1
"Арбитраж взыскал с ""Интеко"" 1,5 млн рублей",1
"Клиенты ""Цезаря"" могут получить штраф за первый матч",1
«В настоящее время просрочено введение в эксплуатацию двух корпусов Новоградского Павлино»,1
В Госдуме сообщили о задержках по вводу жилых домов в 2020 году,1
"Вместо того, чтобы завершить строительство в конце 2015 г., дом будет работать в конце 2016 г.",1
Ввод в строй первой очереди запланирован на октябрь,1
В России начали вводить новые жилые дома,1
В компании «ВсевИнвестстрой» задержали введение в эксплуатацию оборудования,1
Затянувшийся ремонт сильно беспокоит.,1
"В 2018 году выяснилось, что дом нам не сдадут в срок:",1
Торговый центр Ocean Mall отказался от открытия супермаркета,1
"В Ростовской школе на 1,1 тысячи мест не будет принимать учеников",1
"В Челнах перенесли сроки строительства ЖК ""Цезарь""",1
"Строительство идет не в порядке, задержка подачи корпусов достигла полутора",1
"В 2018 году ЗАО ""ДЕСНА ЛЭНД"" получил предварительный контракт с ЗАО ""ДЕСНА ЛЭНД""",1
Строительство спортзала в Петербурге может быть завершено из-за недобросовестной эксплуатации,1
Банкротство Алтайского края оказалось невозможным для исполнения обязательств,1
Первый пусковой комплекс ЖК «Домашний» введен в эксплуатацию,1
"«ИнтеКо» взыскало 1,5 млн долларов за списание контракта с ""Интеко""",1
Директор московского лицея рассказал о задержке ремонта,1
ГК «Стройинвест» ИС следует за ним в 23 месяца,1
Уголовное дело возбуждено против бизнесмена Копайгора в Югре,1
Путин поручила Счетной Палате проверить основание удорожания российского ЦК,1
"В ходе встречи рабочих групп директор строительства ЗАО ""ДЕС""",1
"В Челнах перестали сдавать жилой комплекс ""Цезарь""",1
В Шереметьеве объявили о завершении ввода в эксплуатацию самолета,1
Застройщик рассказал о причинах задержки срока строительства из-за смерти главного учредителя,1
В Единой реестре проблематических объектов обновляется список проектов,1
В Сургуте правительство РФ проиграло суд по делу о срыве сроков для строительства перинатального центра,1
Сроки расторжения договора с краем продлили до 1 января,1
Coca-Кола перенесла срок для запуска безалкогольного напитка,1
Сроки сдачи срока неоднократно перенесены из-за несоответствующего подрядчика,1
Ввод в эксплуатацию жилых домов перенесен в феврале,1
"В Единой реестре стройщиков рассказали о том, что они сдают дома",1
В Красноярске завершится строительство Всемирного зимнего универсиада,1
Житель района Аликовского рассказала о задержке ввода дорог в эксплуатацию,1
"«В 2017 году конфликт стал назревать, ведь они были они, поскольку они были они.",1
«Срок ввода в строй вышеупомянутой ГРЭС превышает срок ввода в строй»,1
В столице начали вводить офисную недвижимость,1
Введен в эксплуатацию самой современной и дорогой истребитель США,1
Строительство школы в Москве задержали из-за угрозы ввода в эксплуатацию,1
В инспекции оценили отставание в строительстве двух домов первого этажа,1
"В «Тюмениэнергостройе» объяснили, почему срок срока сорвался",1
«Ростовское» забросило исковые заявки в связи с переносом сроков,1
Информация для задержки сдачи дома в Панинском районе.,1
В воздухе повис вопрос о сроке сдачи многоквартирного дома.,1
Первые владельцы квартир в новостройках начали изучать ключи,1
В Петербурге началось строительство школы в связи с срывом графика работы,1
Гарант-Девелопмент заявил о полугодичной задержке строительства,1
Строительство корпусов в Новограде Павлино пройдет в ближайшее время,1
"Задержки на аренду объектов составляет более 1,5 месяца.",1
Тюмень - Лукойл-Строй начнет строительство нового здания,1
Строительство Crossrail начнется до 2021 года из-за коронавируса,1
В школе вскоре будет приостановлено строительство школы,1
В Заволжском суде удовлетворили иск покупателя квартиры с требованием взыскать неустойку,1
«СибСтройсервис» приглашает прокуратуру дать пояснения,1
Информация относится исключительно к переносу срока введения в эксплуатацию,1
Строительство двух домов No6 и No55 не завершено,1
В Пензе возбудили уголовное дело после задержки лифта в жилом доме,1
Строительство нового профильного медицинского центра отложили на неопределенные сроки,1
«Ленстрортрест» задержал ввод ЖК «IQ G»,1
В Владимирской области дольщики жаловались на затянувшиеся с крыши дома,1
Заказчик попытался вывести все деньги на несданные деньги,1
"ГК ""Профит"" вынужден увеличить сроки строительства",1
Единый реестр проблемных проектов обновляется ежедневно,1
«Кубанская марка» задержала срок аренды дома на «Вавилова»,1
Запуск ЦЦМ по ядерной медицине на базе УФУ,1
Застройщики ограничили сроки передачи квартир,1
В Госдуме оценили идею ввода в эксплуатацию «Квартала Европейский»,1
Подрядчик не сдал в эксплуатацию инженерной инфраструктуры,1
Текслер опроверг информацию о срыве с руководством Усть-Катава,1
Компания ArtСтройТехНО не завершила работу и не вошла в эксплуатацию,1
Правительство РФ отказалось от штрафов за срывы с нефтеперерабатывающей техники,1
В СК возбудили уголовное дело по факту нарушений сроков строительства,1
Минкультуры рассказала о задержке ввода в эксплуатацию объектов,1
Ввод в строй первой очереди введен в эксплуатацию,1
Это означает смещение срока начала строительства объекта в эксплуатацию.,1
В столичном акимате прокомментировали заявление о сокращении сроков строительства первой станции метро,1
Трутнев прокомментировал срок сдачи новых объектов в «Комсомольск»,1
"Компания, должная была поставлять лифты в Москве, задержала сроки",1
Школа «Гидроторф» будет работать в июле,1
Причина замедления строительства могут быть несколькими.,1
Сейчас они меньше 10 человек,1
"Они направили допсоглашения на подпись, объяснив, почему застройщик не согласен с этим",1
В Сургутской области построят две многоквартирные дома,1
«Росте» заявил о сокращении сроков реализации программы развития центров перинатального типа в России,1
"Судебное заключение поясняет, что сроки выполнения работ по подрядным работам не превышают срока выполнения работ по подрядным работам",1
Дольщики второй корпуса ждут сдачи дома в ближайшее время,1
"Компания, должная была ставить лифт, задержала сроки поставки лифтов",1
«Больверка» оштрафована на более 40 дней за нарушение графика строительства,1
"Из-за чего невозможно выполнить ряд работ, а значит, и следствие.",1
Компания «КвартСтрой-НН» прокомментировала нарушение договора с дольщиками,1
Квартиры готовы к реновации до декабря 2016 года,1
В Костроме не смогли сдать более 20 объектов в долевом строительстве,1
«Норман» столкнулся с серьезными задержками сроков введения жилых помещений,1
Строительство Crossrail может быть завершено до конца 2021 года,1
"Задержка на аренду объектов составляет более 1,5 месяца.",1
В детском саду ввели в эксплуатацию детский сад,1
В Тюмени началось строительство нового здания для дольщиков в Тюменской области,1
«Балтийский судостроительный завод» прекратил платить за подрядчиков,1
"Сроки реализации ""НГСК"" и ""Балтийская газхимия""",1
Пономарев рассказал о состоянии дома введенного в эксплуатацию,1
Что необходимо знать по причинам задержки эксплуатации дома?,1
Сроки передачи объекта неоднократно переносились.,1
Глава Минпромнауки объяснил сроки подготовки специалистов,1
Названа возможная причина переноса срока сдачи ледокола в серию 22,1
Дольщики очереди ЖК «Архимед» пожаловались на нарушение законодательства,1
Строительство в новостройках «Балтийской волны» запланировано в феврале,1
"Строительство ЖК ""Любимов"" пройдет в ближайшее время",1
«Ленстрортрест» задержал ввод в эксплуатацию строящегося комплекса «ИQ Г»,1
Сразу два российских завода не смогут вовремя запустить метанол,1
"Сроки подготовки дома к эксплуатации, заявленные разработчиками, уже закончились.",1
Застройщик рассказал о причинах задержки срока строительства в связи с смертью главного учредителя,1
Однако после переноса часть их визитов в Петербург стало меньше,1
"В Минэнерго сообщили, что сроки ввода объекта в эксплуатацию могут быть перенесены",1
С третьего этапа «Рабочей документации и ввода КИСУ»,1
